Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As,Winner
"30.03.2018, 18:00",Asseco Resovia,GKS Katowice,3,0,55.0,74.0,6.0,14.0,"2,00",49.0,6,7.0,28.0,57%,16,32%,68.0,3.0,2.0,42,62%,7.0,"2,33",42,61,4,12,"1,33",60,11,14,28,46%,11,18%,71,6,7,36,51%,2,"0,67",0
"30.03.2018, 17:00",Jastrzębski Węgiel,MKS Będzin,3,0,58.0,74.0,6.0,10.0,"2,00",48.0,2,12.0,22.0,45%,16,33%,86.0,6.0,11.0,44,51%,8.0,"2,67",40,58,2,10,"0,67",64,6,17,24,37%,12,18%,79,5,8,27,34%,11,"3,67",0
"30.03.2018, 18:00",Warta Zawiercie,Stocznia Szczecin,1,3,69.0,102.0,6.0,20.0,"1,50",84.0,5,23.0,34.0,40%,18,21%,113.0,8.0,10.0,50,44%,13.0,"3,25",79,106,5,22,"1,25",82,6,10,51,62%,34,41%,118,8,13,64,54%,10,"2,50",1
"30.03.2018, 18:00",Społem Kielce,PGE Skra Bełchatów,2,3,68.0,103.0,4.0,14.0,"0,80",82.0,6,28.0,38.0,46%,16,19%,109.0,6.0,11.0,52,48%,12.0,"2,40",81,105,6,23,"1,20",89,4,25,38,42%,26,29%,125,8,12,64,51%,11,"2,20",1
"31.03.2018, 14:45",BBTS Bielsko-Biała,ZAKSA Kędzierzyn-Koźle,0,3,45.0,70.0,4.0,9.0,"1,33",61.0,2,15.0,28.0,45%,12,19%,89.0,11.0,9.0,30,34%,11.0,"3,67",54,75,2,14,"0,67",61,4,13,30,49%,18,29%,98,8,11,43,44%,9,"3,00",1
"07.04.2018, 14:45",ZAKSA Kędzierzyn-Koźle,Trefl Gdańsk,2,3,77.0,102.0,3.0,22.0,"0,60",91.0,7,32.0,37.0,40%,11,12%,124.0,5.0,7.0,64,52%,10.0,"2,00",78,105,7,14,"1,40",80,3,28,36,45%,11,13%,115,6,10,64,56%,7,"1,40",1
"07.04.2018, 17:00",BBTS Bielsko-Biała,PGE Skra Bełchatów,1,3,60.0,89.0,2.0,11.0,"0,50",77.0,7,21.0,31.0,40%,21,27%,96.0,10.0,11.0,45,47%,13.0,"3,25",75,97,7,20,"1,75",78,2,14,48,61%,20,25%,108,8,13,57,53%,11,"2,75",1
"09.04.2018, 18:00",Społem Kielce,Warta Zawiercie,1,3,62.0,88.0,8.0,19.0,"2,00",78.0,13,23.0,30.0,38%,16,20%,97.0,6.0,11.0,43,44%,11.0,"2,75",70,96,13,18,"3,25",69,8,22,28,40%,9,13%,98,5,11,46,47%,11,"2,75",1
"06.04.2018, 19:00",Stocznia Szczecin,Jastrzębski Węgiel,3,2,70.0,102.0,8.0,8.0,"1,60",83.0,6,16.0,48.0,57%,27,32%,140.0,10.0,11.0,53,38%,9.0,"1,80",82,101,6,18,"1,20",94,8,26,40,42%,20,21%,136,14,9,65,48%,11,"2,20",0
"08.04.2018, 17:30",MKS Będzin,Asseco Resovia,1,3,56.0,87.0,7.0,17.0,"1,75",77.0,5,21.0,36.0,46%,15,19%,105.0,10.0,10.0,44,42%,5.0,"1,25",69,100,5,23,"1,25",70,7,19,29,41%,16,22%,97,5,5,54,56%,10,"2,50",1
"07.04.2018, 17:30",GKS Katowice,AZS Olsztyn,2,3,67.0,102.0,4.0,19.0,"0,80",87.0,3,12.0,39.0,44%,24,27%,124.0,10.0,14.0,54,44%,9.0,"1,80",75,107,3,20,"0,60",83,4,8,48,57%,36,43%,115,12,9,58,50%,14,"2,80",1
"08.04.2018, 20:00",Projekt Warszawa,Cuprum Lubin,1,3,63.0,90.0,5.0,14.0,"1,25",74.0,2,22.0,37.0,50%,23,31%,102.0,6.0,8.0,48,47%,10.0,"2,50",66,87,2,13,"0,50",76,5,15,39,51%,22,28%,114,11,10,56,49%,8,"2,00",1
"04.04.2018, 18:00",Chemik Bydgoszcz,Czarni Radom,0,3,51.0,70.0,1.0,12.0,"0,33",67.0,7,24.0,21.0,31%,8,11%,100.0,6.0,6.0,41,41%,9.0,"3,00",60,80,7,13,"2,33",58,1,19,25,43%,15,25%,97,3,9,47,48%,6,"2,00",1
"15.04.2018, 14:45",Trefl Gdańsk,Chemik Bydgoszcz,3,0,56.0,80.0,3.0,4.0,"1,00",51.0,2,19.0,23.0,45%,8,15%,82.0,2.0,4.0,45,55%,8.0,"2,67",61,70,2,19,"0,67",76,3,28,36,47%,21,27%,95,6,8,55,58%,4,"1,33",0
"13.04.2018, 18:00",Czarni Radom,Projekt Warszawa,2,3,77.0,113.0,16.0,24.0,"3,20",84.0,7,22.0,43.0,51%,15,17%,107.0,9.0,15.0,51,48%,10.0,"2,00",72,106,7,22,"1,40",89,16,21,42,47%,20,22%,119,9,10,50,42%,15,"3,00",1
"15.04.2018, 14:45",Cuprum Lubin,GKS Katowice,3,1,63.0,89.0,4.0,16.0,"1,00",64.0,7,19.0,28.0,43%,8,12%,95.0,6.0,3.0,53,56%,6.0,"1,50",54,80,7,16,"1,75",73,4,28,29,39%,8,10%,91,10,6,44,48%,3,"0,75",0
"15.04.2018, 14:45",AZS Olsztyn,MKS Będzin,3,0,57.0,74.0,8.0,5.0,"2,67",34.0,2,12.0,15.0,44%,8,23%,65.0,4.0,1.0,38,58%,11.0,"3,67",32,43,2,9,"0,67",69,8,22,32,46%,15,21%,79,7,11,29,37%,1,"0,33",0
"15.04.2018, 14:45",Asseco Resovia,Stocznia Szczecin,3,0,56.0,73.0,7.0,11.0,"2,33",46.0,2,12.0,31.0,67%,12,26%,82.0,6.0,4.0,44,54%,5.0,"1,67",38,60,1,14,"0,33",62,13,17,27,43%,9,14%,76,4,5,33,43%,4,"1,33",0
"15.04.2018, 14:45",Jastrzębski Węgiel,Społem Kielce,3,0,51.0,73.0,9.0,12.0,"3,00",49.0,2,15.0,18.0,36%,9,18%,81.0,4.0,11.0,32,40%,10.0,"3,33",41,62,2,13,"0,67",61,9,18,24,39%,8,13%,70,5,10,28,40%,11,"3,67",0
"15.04.2018, 14:45",Warta Zawiercie,BBTS Bielsko-Biała,3,1,70.0,97.0,6.0,18.0,"1,50",79.0,12,22.0,32.0,40%,18,22%,104.0,8.0,10.0,54,52%,10.0,"2,50",69,98,12,18,"3,00",79,6,20,34,43%,22,27%,100,7,10,47,47%,10,"2,50",0
"14.04.2018, 14:45",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,3,0,65.0,83.0,9.0,16.0,"3,00",59.0,2,15.0,30.0,50%,16,27%,90.0,5.0,10.0,48,53%,8.0,"2,67",51,75,2,16,"0,67",67,9,14,38,56%,15,22%,94,4,8,39,41%,10,"3,33",0
"07.04.2017, 17:30",Jastrzębski Węgiel,ZAKSA Kędzierzyn-Koźle,0,3,43.0,63.0,2.0,16.0,"0,67",60.0,3,17.0,23.0,38%,10,16%,73.0,7.0,10.0,36,49%,5.0,"1,67",49,74,3,14,"1,00",47,2,11,26,55%,14,29%,71,2,5,36,51%,10,"3,33",1
"09.04.2017, 17:30",PGE Skra Bełchatów,Asseco Resovia,3,0,50.0,73.0,8.0,9.0,"2,67",31.0,3,9.0,16.0,51%,8,25%,64.0,1.0,7.0,34,53%,8.0,"2,67",37,51,3,20,"1,00",64,8,24,21,32%,11,17%,64,3,8,27,42%,7,"2,33",0
"12.04.2017, 18:00",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,3,0,53.0,74.0,6.0,13.0,"2,00",44.0,3,15.0,17.0,38%,6,13%,58.0,2.0,3.0,36,62%,11.0,"3,67",37,57,3,13,"1,00",61,6,16,23,37%,8,13%,72,9,11,31,43%,3,"1,00",0
"12.04.2017, 20:30",Asseco Resovia,PGE Skra Bełchatów,2,3,60.0,95.0,5.0,14.0,"1,00",86.0,14,22.0,31.0,36%,12,13%,101.0,5.0,8.0,44,44%,11.0,"2,20",84,107,10,21,"2,00",81,7,18,50,61%,17,20%,122,11,11,66,54%,8,"1,60",1
"19.04.2017, 18:00",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,0,3,45.0,66.0,3.0,8.0,"1,00",66.0,5,17.0,38.0,57%,24,36%,86.0,6.0,12.0,31,36%,11.0,"3,67",60,76,5,10,"1,67",58,3,20,28,48%,11,18%,90,5,11,43,48%,12,"4,00",1
"23.04.2017, 20:30",ZAKSA Kędzierzyn-Koźle,PGE Skra Bełchatów,3,1,63.0,97.0,9.0,13.0,"2,25",73.0,9,26.0,29.0,39%,13,17%,115.0,6.0,14.0,48,42%,6.0,"1,50",70,92,9,19,"2,25",84,9,29,35,41%,18,21%,115,12,6,47,41%,14,"3,50",0
"18.04.2017, 18:00",Jastrzębski Węgiel,Asseco Resovia,3,1,73.0,107.0,7.0,18.0,"1,75",80.0,9,22.0,27.0,33%,13,16%,118.0,7.0,11.0,58,49%,8.0,"2,00",71,101,9,21,"2,25",88,7,12,39,44%,19,21%,116,11,8,51,44%,11,"2,75",0
"23.04.2017, 17:30",Asseco Resovia,Jastrzębski Węgiel,2,3,73.0,108.0,6.0,18.0,"1,20",88.0,16,23.0,38.0,43%,16,18%,129.0,10.0,11.0,53,41%,14.0,"2,80",81,108,12,20,"2,40",90,11,29,39,43%,15,16%,135,11,14,58,43%,11,"2,20",1
"07.04.2017, 18:00",Cuprum Lubin,AZS Olsztyn,1,3,57.0,87.0,6.0,14.0,"1,50",75.0,5,21.0,35.0,46%,12,16%,104.0,7.0,7.0,43,41%,8.0,"2,00",67,91,5,16,"1,25",73,6,17,35,47%,14,19%,124,9,8,55,44%,7,"1,75",1
"12.04.2017, 18:00",AZS Olsztyn,Cuprum Lubin,3,1,72.0,99.0,1.0,17.0,"0,25",71.0,2,26.0,26.0,36%,8,11%,113.0,6.0,6.0,60,53%,11.0,"2,75",63,88,2,17,"0,50",82,1,24,31,37%,18,21%,119,7,11,55,46%,6,"1,50",0
"08.04.2017, 17:00",Czarni Radom,Trefl Gdańsk,2,3,77.0,101.0,7.0,18.0,"1,40",87.0,7,20.0,48.0,55%,23,26%,111.0,10.0,10.0,60,54%,10.0,"2,00",72,103,7,16,"1,40",83,7,15,41,49%,14,16%,106,8,10,55,52%,10,"2,00",1
"13.04.2017, 18:00",Trefl Gdańsk,Czarni Radom,1,3,54.0,86.0,4.0,18.0,"1,00",80.0,14,18.0,32.0,40%,13,16%,87.0,7.0,8.0,44,51%,6.0,"1,50",72,102,14,22,"3,50",68,4,13,36,52%,20,29%,97,6,6,50,52%,8,"2,00",1
"08.04.2017, 14:45",Projekt Warszawa,GKS Katowice,3,1,63.0,91.0,4.0,10.0,"1,00",62.0,5,8.0,29.0,46%,14,22%,91.0,5.0,12.0,47,52%,12.0,"3,00",61,80,5,18,"1,25",81,4,22,41,50%,22,27%,99,10,12,44,44%,12,"3,00",0
"09.04.2017, 17:00",GKS Katowice,Projekt Warszawa,3,1,92.0,120.0,7.0,21.0,"1,75",95.0,5,7.0,53.0,55%,30,31%,140.0,10.0,8.0,72,51%,13.0,"3,25",76,115,5,20,"1,25",99,7,19,40,40%,27,27%,125,8,13,63,50%,8,"2,00",0
"04.04.2017, 19:00",Stocznia Szczecin,MKS Będzin,1,3,69.0,104.0,4.0,22.0,"1,00",90.0,9,22.0,35.0,38%,23,25%,117.0,7.0,10.0,56,48%,9.0,"2,25",79,109,9,19,"2,25",82,4,17,39,47%,23,28%,109,12,9,60,55%,10,"2,50",1
"12.04.2017, 19:00",MKS Będzin,Stocznia Szczecin,3,0,51.0,74.0,5.0,11.0,"1,67",49.0,1,17.0,19.0,38%,7,14%,75.0,7.0,8.0,35,47%,11.0,"3,67",37,64,1,15,"0,33",62,5,18,24,38%,8,12%,77,6,11,28,36%,8,"2,67",0
"11.04.2017, 18:00",BBTS Bielsko-Biała,Społem Kielce,2,3,79.0,108.0,4.0,16.0,"0,80",86.0,4,16.0,48.0,55%,32,37%,137.0,13.0,13.0,62,45%,13.0,"2,60",71,104,4,18,"0,80",92,4,16,51,55%,30,32%,122,8,13,54,44%,13,"2,60",1
"13.04.2017, 18:00",Społem Kielce,BBTS Bielsko-Biała,3,0,54.0,73.0,9.0,13.0,"3,00",45.0,2,10.0,23.0,51%,9,20%,62.0,5.0,8.0,31,50%,14.0,"4,67",37,57,2,12,"0,67",60,9,17,22,36%,11,18%,66,5,14,27,41%,8,"2,67",0
"12.04.2017, 18:00",AZS Częstochowa,Chemik Bydgoszcz,3,2,68.0,100.0,2.0,13.0,"0,40",85.0,3,23.0,48.0,56%,28,32%,137.0,13.0,15.0,52,38%,14.0,"2,80",70,99,3,14,"0,60",87,2,24,48,55%,25,28%,139,16,14,52,37%,15,"3,00",0
"19.04.2017, 18:00",Chemik Bydgoszcz,AZS Częstochowa,3,1,70.0,97.0,7.0,13.0,"1,75",67.0,5,20.0,37.0,55%,7,10%,97.0,3.0,6.0,49,51%,14.0,"3,50",64,84,5,17,"1,25",84,7,27,47,55%,12,14%,110,5,14,53,48%,6,"1,50",0
"01.10.2016, 15:00",Projekt Warszawa,Asseco Resovia,0,3,35.0,61.0,1.0,12.0,"0,33",58.0,8,13.0,28.0,48%,15,25%,57.0,3.0,5.0,27,47%,7.0,"2,33",54,74,8,16,"2,67",49,1,9,23,46%,11,22%,78,6,7,41,53%,5,"1,67",1
"30.09.2016, 20:15",Stocznia Szczecin,ZAKSA Kędzierzyn-Koźle,0,3,32.0,50.0,1.0,14.0,"0,33",62.0,3,10.0,40.0,64%,13,20%,69.0,8.0,12.0,29,42%,2.0,"0,67",52,73,3,11,"1,00",36,1,11,19,52%,12,33%,51,5,2,37,73%,12,"4,00",1
"05.10.2016, 18:00",PGE Skra Bełchatów,MKS Będzin,3,0,59.0,73.0,2.0,14.0,"0,67",50.0,1,12.0,33.0,66%,18,36%,88.0,4.0,8.0,49,56%,8.0,"2,67",39,61,1,11,"0,33",59,2,28,22,37%,12,20%,75,4,8,30,40%,8,"2,67",0
"03.10.2016, 18:00",Trefl Gdańsk,Społem Kielce,3,1,70.0,94.0,6.0,15.0,"1,50",78.0,5,25.0,36.0,46%,15,19%,114.0,9.0,11.0,62,54%,2.0,"0,50",61,92,5,14,"1,25",79,6,30,37,46%,14,17%,106,11,2,45,42%,11,"2,75",0
"19.10.2016, 18:00",BBTS Bielsko-Biała,Cuprum Lubin,0,3,42.0,54.0,0.0,10.0,"0,00",67.0,5,16.0,29.0,43%,20,29%,78.0,7.0,9.0,36,46%,6.0,"2,00",56,74,5,6,"1,67",44,0,11,20,45%,12,27%,76,4,6,42,55%,9,"3,00",1
"04.10.2016, 18:00",Czarni Radom,AZS Częstochowa,3,0,55.0,76.0,4.0,13.0,"1,33",45.0,5,9.0,25.0,55%,14,31%,69.0,5.0,3.0,42,61%,9.0,"3,00",42,64,3,19,"1,00",62,7,18,23,37%,14,22%,72,3,9,36,50%,3,"1,00",0
"01.10.2016, 18:00",Jastrzębski Węgiel,AZS Olsztyn,3,2,89.0,114.0,6.0,16.0,"1,20",90.0,2,10.0,59.0,65%,28,31%,129.0,9.0,7.0,73,57%,10.0,"2,00",73,102,2,12,"0,40",98,6,17,54,55%,17,17%,124,8,10,64,52%,7,"1,40",0
"02.10.2016, 18:00",GKS Katowice,Chemik Bydgoszcz,3,1,65.0,88.0,10.0,11.0,"2,50",65.0,6,11.0,22.0,33%,9,13%,97.0,10.0,11.0,48,49%,7.0,"1,75",60,82,6,17,"1,50",77,10,10,37,48%,23,29%,95,3,7,43,45%,11,"2,75",0
"08.10.2016, 14:45",Projekt Warszawa,Chemik Bydgoszcz,3,0,53.0,74.0,5.0,12.0,"1,67",47.0,4,9.0,25.0,53%,13,27%,66.0,3.0,5.0,39,59%,9.0,"3,00",40,59,4,12,"1,33",62,5,18,30,48%,16,25%,66,7,9,31,47%,5,"1,67",0
"08.10.2016, 17:00",AZS Olsztyn,GKS Katowice,3,0,49.0,73.0,4.0,7.0,"1,33",38.0,2,9.0,18.0,47%,6,15%,75.0,2.0,4.0,39,52%,6.0,"2,00",41,53,2,15,"0,67",66,4,14,36,54%,14,21%,91,7,6,35,38%,4,"1,33",0
"07.10.2016, 17:30",AZS Częstochowa,Jastrzębski Węgiel,0,3,40.0,55.0,2.0,13.0,"0,67",69.0,2,24.0,36.0,52%,16,23%,84.0,7.0,13.0,31,37%,7.0,"2,33",53,74,2,5,"0,67",42,2,15,21,50%,6,14%,72,7,7,38,53%,13,"4,33",1
"10.10.2016, 17:30",Czarni Radom,BBTS Bielsko-Biała,1,3,73.0,92.0,7.0,20.0,"1,75",89.0,13,8.0,50.0,56%,29,32%,122.0,12.0,13.0,56,46%,10.0,"2,50",65,99,6,10,"1,50",72,10,13,33,45%,19,26%,111,7,10,47,42%,12,"3,00",1
"02.11.2016, 18:00",Społem Kielce,Cuprum Lubin,2,3,75.0,101.0,4.0,15.0,"0,80",89.0,8,35.0,39.0,43%,19,21%,121.0,12.0,10.0,59,49%,12.0,"2,40",73,104,8,15,"1,60",86,4,26,41,47%,21,24%,129,6,12,55,43%,10,"2,00",1
"09.10.2016, 18:00",MKS Będzin,Trefl Gdańsk,2,3,82.0,105.0,10.0,15.0,"2,00",86.0,5,18.0,45.0,52%,19,22%,113.0,12.0,8.0,59,52%,13.0,"2,60",71,103,5,17,"1,00",90,10,26,36,40%,12,13%,118,4,13,58,49%,8,"1,60",1
"09.10.2016, 14:45",ZAKSA Kędzierzyn-Koźle,PGE Skra Bełchatów,1,3,69.0,99.0,5.0,19.0,"1,25",81.0,4,30.0,31.0,38%,13,16%,114.0,10.0,7.0,54,47%,10.0,"2,50",68,100,4,19,"1,00",80,5,19,39,48%,20,25%,113,6,10,57,50%,7,"1,75",1
"06.10.2016, 18:00",Stocznia Szczecin,Asseco Resovia,0,3,38.0,64.0,3.0,11.0,"1,00",58.0,6,14.0,27.0,46%,17,29%,76.0,7.0,9.0,29,38%,6.0,"2,00",56,74,6,16,"2,00",53,3,14,30,56%,16,30%,76,8,6,41,54%,9,"3,00",1
"14.10.2016, 18:00",Stocznia Szczecin,Projekt Warszawa,0,3,49.0,64.0,7.0,13.0,"2,33",64.0,6,8.0,42.0,65%,31,48%,84.0,5.0,13.0,35,42%,7.0,"2,33",58,74,6,10,"2,00",51,7,11,29,56%,15,29%,68,2,7,39,57%,13,"4,33",1
"15.10.2016, 14:45",PGE Skra Bełchatów,Asseco Resovia,1,3,65.0,87.0,7.0,20.0,"1,75",76.0,6,27.0,40.0,52%,25,32%,109.0,6.0,11.0,49,45%,9.0,"2,25",66,93,6,17,"1,50",67,7,26,26,38%,11,16%,96,3,9,49,51%,11,"2,75",1
"16.10.2016, 14:45",Trefl Gdańsk,ZAKSA Kędzierzyn-Koźle,1,3,70.0,91.0,5.0,19.0,"1,25",84.0,6,21.0,44.0,52%,18,21%,122.0,12.0,10.0,61,50%,4.0,"1,00",64,96,6,12,"1,50",72,5,16,33,45%,20,27%,99,6,4,48,48%,10,"2,50",1
"15.10.2016, 20:00",Cuprum Lubin,MKS Będzin,3,0,55.0,73.0,11.0,10.0,"3,67",39.0,2,10.0,21.0,53%,9,23%,75.0,4.0,4.0,33,44%,11.0,"3,67",33,49,2,10,"0,67",63,11,15,30,47%,13,20%,95,7,11,27,28%,4,"1,33",0
"14.10.2016, 18:00",Czarni Radom,Społem Kielce,2,3,79.0,107.0,5.0,15.0,"1,00",86.0,4,19.0,45.0,52%,21,24%,119.0,12.0,11.0,62,52%,12.0,"2,40",74,102,4,16,"0,80",92,5,10,52,56%,27,29%,122,10,12,59,48%,11,"2,20",1
"15.10.2016, 17:30",Jastrzębski Węgiel,BBTS Bielsko-Biała,3,0,47.0,73.0,11.0,15.0,"3,67",29.0,0,5.0,13.0,44%,6,20%,45.0,2.0,1.0,31,69%,5.0,"1,67",25,45,0,16,"0,00",58,11,16,23,39%,8,13%,56,9,5,24,43%,1,"0,33",0
"15.10.2016, 17:00",GKS Katowice,AZS Częstochowa,3,0,56.0,74.0,4.0,13.0,"1,33",52.0,3,4.0,19.0,36%,10,19%,76.0,5.0,5.0,43,57%,9.0,"3,00",42,65,3,13,"1,00",61,4,4,32,52%,15,24%,77,4,9,34,44%,5,"1,67",0
"14.10.2016, 20:15",Chemik Bydgoszcz,AZS Olsztyn,1,3,54.0,74.0,1.0,11.0,"0,25",81.0,7,28.0,33.0,40%,10,12%,104.0,10.0,10.0,44,42%,9.0,"2,25",66,92,7,11,"1,75",63,1,24,25,39%,3,4%,107,5,9,49,46%,10,"2,50",1
"22.10.2016, 15:00",Projekt Warszawa,AZS Olsztyn,3,1,76.0,95.0,7.0,22.0,"1,75",80.0,6,18.0,36.0,45%,24,30%,105.0,10.0,6.0,59,56%,10.0,"2,50",58,95,6,14,"1,50",73,7,12,33,45%,18,24%,94,5,10,46,49%,6,"1,50",0
"23.10.2016, 17:00",AZS Częstochowa,Chemik Bydgoszcz,3,2,78.0,107.0,8.0,14.0,"1,60",85.0,4,31.0,41.0,48%,18,21%,121.0,10.0,11.0,56,46%,14.0,"2,80",74,104,4,19,"0,80",93,8,25,48,51%,27,29%,126,9,14,59,47%,11,"2,20",0
"22.10.2016, 14:00",BBTS Bielsko-Biała,GKS Katowice,0,3,37.0,63.0,4.0,6.0,"1,33",61.0,3,11.0,34.0,55%,21,34%,100.0,10.0,16.0,27,27%,6.0,"2,00",55,74,3,12,"1,00",57,4,11,29,50%,13,22%,94,11,6,36,38%,16,"5,33",1
"21.10.2016, 18:00",Społem Kielce,Jastrzębski Węgiel,2,3,71.0,92.0,4.0,17.0,"0,80",95.0,7,26.0,34.0,35%,22,23%,128.0,5.0,16.0,60,47%,7.0,"1,40",83,109,7,14,"1,40",75,4,20,43,57%,23,30%,127,6,7,60,47%,16,"3,20",1
"22.12.2016, 19:00",MKS Będzin,Czarni Radom,0,3,41.0,62.0,1.0,10.0,"0,33",65.0,5,17.0,28.0,43%,9,13%,75.0,7.0,7.0,35,47%,5.0,"1,67",55,73,5,8,"1,67",52,1,11,27,51%,8,15%,75,7,5,43,57%,7,"2,33",1
"22.10.2016, 14:45",ZAKSA Kędzierzyn-Koźle,Cuprum Lubin,3,0,57.0,73.0,7.0,8.0,"2,33",48.0,2,8.0,27.0,56%,15,31%,84.0,1.0,7.0,39,46%,11.0,"3,67",45,57,2,9,"0,67",65,7,16,27,41%,9,13%,89,8,11,36,40%,7,"2,33",0
"21.10.2016, 20:15",Asseco Resovia,Trefl Gdańsk,3,1,58.0,91.0,9.0,21.0,"2,25",61.0,7,24.0,26.0,42%,13,21%,80.0,5.0,9.0,38,48%,11.0,"2,75",50,78,7,17,"1,75",70,9,25,29,41%,10,14%,94,14,11,34,36%,9,"2,25",0
"20.10.2016, 19:00",Stocznia Szczecin,PGE Skra Bełchatów,3,0,46.0,74.0,2.0,20.0,"0,67",63.0,3,23.0,25.0,39%,11,17%,81.0,4.0,8.0,37,46%,7.0,"2,33",56,82,3,19,"1,00",54,2,18,25,46%,11,20%,84,6,7,45,54%,8,"2,67",0
"26.10.2016, 18:00",PGE Skra Bełchatów,Projekt Warszawa,3,0,61.0,78.0,5.0,14.0,"1,67",60.0,5,13.0,38.0,63%,21,35%,80.0,4.0,3.0,46,57%,10.0,"3,33",49,71,5,11,"1,67",64,5,21,26,40%,6,9%,87,4,10,41,47%,3,"1,00",0
"26.10.2016, 19:00",Trefl Gdańsk,Stocznia Szczecin,3,1,69.0,102.0,6.0,14.0,"1,50",69.0,2,16.0,32.0,46%,12,17%,103.0,6.0,5.0,55,53%,8.0,"2,00",63,88,2,19,"0,50",88,6,27,38,43%,15,17%,128,11,8,56,44%,5,"1,25",0
"26.10.2016, 18:00",Cuprum Lubin,Asseco Resovia,3,0,53.0,74.0,5.0,7.0,"1,67",48.0,1,14.0,28.0,58%,8,16%,81.0,3.0,5.0,43,53%,5.0,"1,67",49,63,1,15,"0,33",67,5,13,40,59%,19,28%,87,6,5,43,49%,5,"1,67",0
"26.10.2016, 20:30",Czarni Radom,ZAKSA Kędzierzyn-Koźle,1,3,58.0,87.0,9.0,20.0,"2,25",76.0,6,23.0,37.0,48%,16,21%,96.0,12.0,8.0,37,39%,12.0,"3,00",66,97,6,21,"1,50",67,9,10,31,46%,14,20%,99,5,12,52,53%,8,"2,00",1
"26.10.2016, 18:00",Jastrzębski Węgiel,MKS Będzin,1,3,65.0,96.0,7.0,15.0,"1,75",86.0,8,17.0,45.0,52%,22,25%,124.0,16.0,13.0,50,40%,8.0,"2,00",68,103,8,17,"2,00",81,7,16,30,37%,13,16%,103,12,8,47,46%,13,"3,25",1
"26.10.2016, 18:00",GKS Katowice,Społem Kielce,0,3,46.0,72.0,3.0,12.0,"1,00",65.0,3,15.0,24.0,36%,12,18%,92.0,6.0,7.0,40,43%,3.0,"1,00",60,78,3,13,"1,00",60,3,9,28,46%,18,30%,100,8,3,50,50%,7,"2,33",1
"26.10.2016, 18:00",Chemik Bydgoszcz,BBTS Bielsko-Biała,3,0,60.0,73.0,6.0,12.0,"2,00",55.0,3,18.0,26.0,47%,8,14%,89.0,7.0,3.0,43,48%,11.0,"3,67",39,61,3,6,"1,00",61,6,17,26,42%,9,14%,87,8,11,33,38%,3,"1,00",0
"26.10.2016, 18:00",AZS Olsztyn,AZS Częstochowa,3,1,72.0,94.0,6.0,14.0,"1,50",78.0,4,22.0,41.0,52%,17,21%,111.0,7.0,12.0,52,47%,14.0,"3,50",67,92,4,14,"1,00",80,6,17,42,52%,20,25%,114,6,14,51,45%,12,"3,00",0
"31.10.2016, 18:00",Projekt Warszawa,AZS Częstochowa,1,3,64.0,98.0,1.0,20.0,"0,25",85.0,7,20.0,44.0,51%,28,32%,111.0,9.0,8.0,59,53%,4.0,"1,00",72,102,7,17,"1,75",78,1,17,46,58%,29,37%,110,13,4,57,52%,8,"2,00",1
"29.10.2016, 17:00",BBTS Bielsko-Biała,AZS Olsztyn,0,3,40.0,63.0,2.0,11.0,"0,67",59.0,4,12.0,29.0,49%,15,25%,83.0,7.0,10.0,34,41%,4.0,"1,33",53,73,4,14,"1,33",52,2,5,28,53%,15,28%,78,6,4,39,50%,10,"3,33",1
"29.10.2016, 17:00",Społem Kielce,Chemik Bydgoszcz,3,2,78.0,102.0,8.0,16.0,"1,60",88.0,6,22.0,42.0,47%,24,27%,123.0,9.0,13.0,66,54%,4.0,"0,80",72,102,6,14,"1,20",86,8,29,32,37%,23,26%,125,10,4,53,42%,13,"2,60",0
"29.10.2016, 18:00",MKS Będzin,GKS Katowice,3,1,68.0,96.0,2.0,13.0,"0,50",65.0,3,11.0,33.0,50%,11,16%,98.0,5.0,9.0,56,57%,10.0,"2,50",60,86,3,21,"0,75",83,2,29,30,36%,7,8%,108,7,10,48,44%,9,"2,25",0
"29.10.2016, 20:00",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,3,2,90.0,117.0,4.0,17.0,"0,80",92.0,5,27.0,35.0,38%,20,21%,132.0,7.0,6.0,73,55%,13.0,"2,60",82,109,5,17,"1,00",100,4,31,44,44%,19,19%,134,5,13,71,53%,6,"1,20",0
